src des bd delay plr 
0 1 103.151431 0.013454 0.009944
0 11 104.009021 1.6645152173562954 0.011758
1 2 101.176637 0.013453 0.00871
1 12 101.48456 0.7599749529243089 0.008042
2 3 109.744168 0.013454 0.010624
2 13 101.404654 0.6216905864087512 0.013254
3 4 101.499122 0.013453 0.014955
3 14 103.317355 1.6822698566092833 0.008791
4 5 106.770831 0.013447 0.007423
4 15 102.374861 2.353386169964741 0.007333
5 6 102.630141 0.013436 0.010412
5 16 107.536483 2.0873270585475443 0.007562
6 7 104.730882 0.013427 0.012624
6 17 103.405589 1.1633754294439502 0.007353
7 8 109.935076 0.013428 0.005712
7 18 107.73459 0.5339648655287429 0.01159
8 9 105.747406 0.013437 0.014391
8 19 105.044156 1.1529251026160168 0.005937
9 10 107.998438 0.013448 0.008719
9 20 109.739149 2.094731627425951 0.012052
10 0 106.60171 0.013454 0.014506
10 21 102.564521 2.3745948135909645 0.007502
11 12 107.825122 0.013453 0.010209
11 22 100.622044 1.165300874772237 0.00925
12 13 100.628161 0.013453 0.006417
12 23 100.577859 0.5355125197160556 0.012042
13 14 107.781193 0.013454 0.009971
13 24 108.197884 1.1552529045118245 0.013964
14 15 108.957665 0.013451 0.00895
14 25 109.548637 2.09702350312331 0.012067
15 16 106.684699 0.013442 0.007338
15 26 106.22837 2.3731121236733874 0.011922
16 17 106.897887 0.01343 0.008527
16 27 104.71644 1.6620190147832672 0.013993
17 18 104.266644 0.013426 0.005575
17 28 103.476265 0.7589021221642046 0.007421
18 19 104.464063 0.013432 0.011827
18 29 103.300381 0.6200415588681615 0.01078
19 20 101.725543 0.013443 0.0074
19 30 103.58198 1.6796066995280716 0.011047
20 21 109.648009 0.013452 0.006604
20 31 109.090272 2.3521324673207578 0.006094
21 11 107.712847 0.013454 0.005648
21 32 100.625074 2.0896755881357896 0.007643
22 23 100.097968 0.013454 0.007139
22 33 108.477306 1.664515315526538 0.009701
23 24 106.508787 0.013453 0.006097
23 34 101.739633 0.7599751115592468 0.011022
24 25 108.539001 0.013454 0.005219
24 35 104.719248 0.6216907141139925 0.012777
25 26 108.278279 0.013453 0.008539
25 36 109.18656 1.6822696807331001 0.011128
26 27 101.166634 0.013447 0.010133
26 37 107.056713 2.3533862134544363 0.008932
27 28 105.727025 0.013436 0.013469
27 38 105.022347 2.087326889266721 0.013203
28 29 108.454412 0.013427 0.011149
28 39 106.129761 1.163375448827379 0.013865
29 30 106.340637 0.013428 0.00989
29 40 105.509734 0.5339650945346516 0.008687
30 31 106.032462 0.013437 0.011059
30 41 103.852902 1.1529250343893025 0.013106
31 32 102.800369 0.013448 0.006686
31 42 104.096733 2.094731725353145 0.014931
32 22 104.978681 0.013454 0.009005
32 43 109.820325 2.374595087664168 0.012063
33 34 107.167367 0.013453 0.014061
33 44 109.316404 1.1653006934581858 0.01276
34 35 108.629013 0.013453 0.014314
34 45 107.502245 0.5355121531691258 0.014749
35 36 106.967497 0.013454 0.005582
35 46 102.395612 1.1552528314071255 0.012104
36 37 106.76864 0.013451 0.012082
36 47 105.860845 2.097023139175829 0.00502
37 38 106.414988 0.013442 0.007424
37 48 108.630456 2.3731122405457774 0.008862
38 39 109.247749 0.01343 0.009556
38 49 108.010826 1.6620197471869982 0.008728
39 40 100.524951 0.013426 0.007428
39 50 103.826077 0.7589019724331763 0.011956
40 41 103.347496 0.013432 0.007169
40 51 101.509826 0.6200418652920604 0.011288
41 42 104.358485 0.013443 0.012359
41 52 100.27056 1.6796062996918273 0.009046
42 43 106.701311 0.013452 0.014655
42 53 102.782975 2.352132556961786 0.00761
43 33 103.113913 0.013454 0.014799
43 54 102.154439 2.089675619359694 0.012107
44 45 106.359052 0.013454 0.012706
44 55 105.482751 1.6645152289133518 0.011983
45 46 108.647503 0.013453 0.008591
45 56 106.719829 0.759975048788916 0.013784
46 47 100.503301 0.013454 0.010018
46 57 101.28856 0.6216913441971057 0.008646
47 48 107.682624 0.013453 0.008505
47 58 102.12879 1.6822696286460117 0.013549
48 49 107.166288 0.013447 0.00767
48 59 104.483697 2.3533856562270237 0.010169
49 50 101.54514 0.013436 0.013302
49 60 109.846634 2.0873269017716267 0.014703
50 51 100.220772 0.013427 0.006755
50 61 106.48932 1.1633751657794569 0.005525
51 52 109.758539 0.013428 0.009783
51 62 108.286799 0.533964779939391 0.006377
52 53 100.151738 0.013437 0.01148
52 63 103.883907 1.1529251248259267 0.006965
53 54 104.253593 0.013448 0.009994
53 64 109.41306 2.094731314001644 0.0103
54 44 106.083937 0.013454 0.008182
54 65 103.407519 2.3745947659867124 0.014859
55 56 107.298112 0.013453 0.008668
55 0 104.937768 1.165300694652985 0.010321
56 57 103.352981 0.013453 0.0114
56 1 108.534491 0.5355124752690757 0.010551
57 58 103.034162 0.013454 0.011244
57 2 109.632252 1.1552527711450344 0.00895
58 59 103.000655 0.013451 0.010939
58 3 102.578663 2.0970235594919138 0.014761
59 60 103.402568 0.013442 0.012224
59 4 108.372649 2.3731121374183313 0.005617
60 61 106.747525 0.01343 0.006155
60 5 109.475737 1.6620193840328494 0.01044
61 62 107.899027 0.013426 0.011379
61 6 103.727334 0.7589020171934138 0.008585
62 63 104.157394 0.013432 0.008199
62 7 107.322866 0.6200415280159305 0.010738
63 64 102.500099 0.013443 0.005671
63 8 102.946206 1.6796065907920255 0.013142
64 65 107.449718 0.013452 0.012137
64 9 100.29023 2.352132603937746 0.008157
65 55 101.328698 0.013454 0.00595
65 10 104.220046 2.089675775532769 0.012052
