src des bd delay plr 
0 1 105.331446 0.013453 0.007917
0 11 108.276167 1.3753232598392928 0.014667
1 2 107.829912 0.013453 0.005166
1 12 108.321254 0.716188171024392 0.012686
2 3 102.383317 0.013454 0.012552
2 13 108.864929 0.9224635510675623 0.008341
3 4 105.6559 0.013452 0.010518
3 14 107.239392 1.9416110364605244 0.014897
4 5 108.861802 0.013444 0.005026
4 15 100.460635 2.4193454202519855 0.010435
5 6 104.596804 0.013432 0.013735
5 16 100.924864 1.852769835466178 0.012704
6 7 104.788071 0.013426 0.012889
6 17 104.75962 0.8951115069103589 0.013003
7 8 108.213708 0.01343 0.00643
7 18 104.493847 0.4816721670672784 0.010116
8 9 105.184287 0.01344 0.01173
8 19 100.280084 1.4702741097652106 0.005508
9 10 109.791353 0.01345 0.014354
9 20 104.698399 2.2661745530019886 0.00583
10 0 105.902616 0.013454 0.005623
10 21 107.909119 2.2277095845878128 0.014694
11 12 102.828467 0.013453 0.012048
11 22 107.291736 0.8965099413111599 0.013276
12 13 101.474486 0.013454 0.006393
12 23 103.016492 0.48316952367129185 0.014549
13 14 103.106947 0.013454 0.011231
13 24 100.546778 1.472874967467336 0.010711
14 15 103.005731 0.013449 0.006708
14 25 101.652851 2.2679264061529962 0.013311
15 16 105.564858 0.013438 0.011233
15 26 101.318793 2.2256433549561 0.008007
16 17 101.696835 0.013428 0.01291
16 27 107.025588 1.3730874048922144 0.014265
17 18 101.495045 0.013427 0.009165
17 28 100.981723 0.7144194027555648 0.014986
18 19 100.459708 0.013435 0.00574
18 29 100.347697 0.9204192333782719 0.012389
19 20 103.726479 0.013446 0.00975
19 30 100.748458 1.9390744699862654 0.010222
20 21 107.058989 0.013453 0.007683
20 31 100.364161 2.4188970740524276 0.012563
21 11 102.87963 0.013454 0.012242
21 32 104.950159 1.8552983455949712 0.008199
22 23 108.165904 0.013453 0.012637
22 33 103.398157 1.375323481778593 0.005658
23 24 100.453905 0.013453 0.009328
23 34 105.47451 0.7161880742573766 0.012601
24 25 106.62773 0.013454 0.011701
24 35 102.70829 0.9224634716213549 0.010022
25 26 107.410961 0.013452 0.014878
25 36 109.753529 1.9416111967181353 0.007715
26 27 106.810005 0.013444 0.014768
26 37 104.830641 2.419345469391822 0.006298
27 28 108.795943 0.013432 0.01136
27 38 107.696964 1.8527697677561639 0.011625
28 29 107.41425 0.013426 0.010474
28 39 105.113256 0.8951112274546198 0.012264
29 30 106.742423 0.01343 0.007996
29 40 102.002538 0.4816727136079806 0.007708
30 31 101.576117 0.01344 0.00903
30 41 106.35038 1.4702742374176268 0.010703
31 32 101.524902 0.01345 0.009954
31 42 106.196923 2.2661742232721753 0.010592
32 22 108.19647 0.013454 0.013544
32 43 103.098767 2.227709229339635 0.006255
33 34 108.49974 0.013453 0.005968
33 44 106.761028 0.8965101864216906 0.007796
34 35 104.384742 0.013454 0.009231
34 45 105.376729 0.4831694038372761 0.012166
35 36 107.766588 0.013454 0.007509
35 46 103.201892 1.4728751125812947 0.00694
36 37 106.301352 0.013449 0.010417
36 47 108.632905 2.2679263574614206 0.011976
37 38 109.067423 0.013438 0.00714
37 48 107.291233 2.225643042132945 0.010968
38 39 105.526829 0.013428 0.009598
38 49 106.070498 1.3730873884747312 0.006731
39 40 100.243401 0.013427 0.011511
39 50 108.930791 0.714419356263683 0.011626
40 41 106.210514 0.013435 0.014255
40 51 109.825425 0.9204193795789165 0.011795
41 42 107.813674 0.013446 0.00973
41 52 100.161113 1.9390744193339446 0.005987
42 43 103.995838 0.013453 0.005619
42 53 102.308946 2.418897066485637 0.006398
43 33 105.07358 0.013454 0.011426
43 54 106.327588 1.855298558870433 0.014001
44 45 100.229443 0.013453 0.011835
44 55 106.987557 1.3753237296776117 0.012554
45 46 100.371055 0.013453 0.01138
45 56 108.19439 0.716188262387419 0.008795
46 47 106.061911 0.013454 0.006797
46 57 104.099129 0.9224633091566166 0.005547
47 48 102.354446 0.013452 0.011015
47 58 106.840161 1.941610892372501 0.006041
48 49 108.690052 0.013444 0.008867
48 59 102.557101 2.4193451310418914 0.014793
49 50 108.743124 0.013432 0.007407
49 60 108.782122 1.8527694471434506 0.011478
50 51 106.666449 0.013426 0.014486
50 61 109.059358 0.8951113960678748 0.006067
51 52 104.826109 0.01343 0.005137
51 62 106.551613 0.4816726375750948 0.012008
52 53 104.176918 0.01344 0.009797
52 63 104.252262 1.4702740459476116 0.010731
53 54 102.512299 0.01345 0.014099
53 64 103.156589 2.2661740146904608 0.009545
54 44 106.611575 0.013454 0.008538
54 65 107.196248 2.227708702880469 0.010661
55 56 104.406714 0.013453 0.009939
55 0 109.655035 0.8965101735901159 0.007206
56 57 104.559265 0.013454 0.00986
56 1 101.977147 0.4831695116032972 0.014476
57 58 100.045166 0.013454 0.009186
57 2 109.483619 1.472874918356671 0.013051
58 59 107.558439 0.013449 0.012207
58 3 102.490626 2.267926651594915 0.01465
59 60 107.758214 0.013438 0.009241
59 4 104.601132 2.2256432220056546 0.012695
60 61 105.611181 0.013428 0.00837
60 5 107.596756 1.3730875012913157 0.009897
61 62 106.209408 0.013427 0.009313
61 6 108.034751 0.7144193586841243 0.00995
62 63 107.74379 0.013435 0.008652
62 7 107.453655 0.9204193728606983 0.011708
63 64 107.137843 0.013446 0.014318
63 8 106.725927 1.9390745844664627 0.009903
64 65 106.278754 0.013453 0.011275
64 9 109.310421 2.4188970353327606 0.007796
65 55 105.711862 0.013454 0.013123
65 10 109.412163 1.8552985337544614 0.008854
