src des bd delay plr 
0 1 101.445978 0.013453 0.00741
0 11 109.754962 0.4655520002124233 0.005609
1 2 107.648521 0.013454 0.01474
1 12 106.150917 1.352103839094643 0.00599
2 3 105.591819 0.01345 0.008528
2 13 109.097712 2.208423873030184 0.012593
3 4 105.156002 0.013439 0.009302
3 14 102.110992 2.289643128033199 0.010761
4 5 104.63394 0.013429 0.009358
4 15 103.82325 1.487209316088801 0.014842
5 6 101.104562 0.013426 0.006069
5 16 102.517272 0.7114571026969811 0.007553
6 7 100.132275 0.013433 0.01486
6 17 107.698443 0.7970103263366741 0.007347
7 8 103.087673 0.013445 0.010728
7 18 108.691677 1.8436349146900295 0.014379
8 9 101.991884 0.013452 0.008796
8 19 107.685279 2.40057943071433 0.005816
9 10 108.639673 0.013454 0.005109
9 20 109.239123 1.9514490147945704 0.010958
10 0 105.76981 0.013453 0.008249
10 21 106.367365 0.9941505299748462 0.010998
11 12 107.454668 0.013454 0.006244
11 22 101.290657 0.7988900392301623 0.010236
12 13 106.26713 0.013453 0.005773
12 23 101.589043 1.846250739327201 0.010956
13 14 106.472741 0.013445 0.008486
13 24 106.163222 2.4013505445935857 0.012496
14 15 106.765181 0.013434 0.014901
14 25 106.989979 1.9489594358114992 0.010098
15 16 101.633088 0.013426 0.014039
15 26 106.446298 0.9925436587323897 0.012951
16 17 100.87498 0.013429 0.014022
16 27 102.062909 0.4640711439297731 0.008738
17 18 101.835405 0.013439 0.013523
17 28 107.409026 1.3495858372072171 0.014493
18 19 105.877855 0.013449 0.008593
18 29 109.462189 2.2064369434724815 0.005547
19 20 106.968245 0.013454 0.005378
19 30 109.07375 2.2915060429587686 0.005856
20 21 100.488261 0.013453 0.005652
20 31 109.774155 1.4895738264854357 0.00563
21 11 100.893805 0.013453 0.005026
21 32 102.876287 0.7124064778047966 0.012678
22 23 102.144083 0.013453 0.006284
22 33 109.399884 0.4655520891565047 0.012727
23 24 101.797988 0.013454 0.012215
23 34 102.973732 1.352103782940157 0.007985
24 25 107.22175 0.01345 0.013862
24 35 105.135854 2.20842372528616 0.006215
25 26 107.7848 0.013439 0.007284
25 36 106.12471 2.28964321705096 0.00666
26 27 103.030998 0.013429 0.010794
26 37 102.191208 1.487209187274643 0.010931
27 28 101.783365 0.013426 0.009588
27 38 104.647086 0.7114571812456801 0.011689
28 29 100.218353 0.013433 0.007712
28 39 101.479896 0.7970106005913183 0.007173
29 30 106.180611 0.013445 0.008621
29 40 100.215568 1.843634698732603 0.01071
30 31 102.094538 0.013452 0.009256
30 41 107.808317 2.4005793272497815 0.005123
31 32 107.979678 0.013454 0.007225
31 42 104.578268 1.9514490581997188 0.00877
32 22 104.660351 0.013453 0.008411
32 43 105.62266 0.9941505198741644 0.00918
33 34 105.399401 0.013454 0.013045
33 44 105.754319 0.7988902459173162 0.00551
34 35 105.128109 0.013453 0.005246
34 45 103.167941 1.846250719127675 0.010449
35 36 109.983704 0.013445 0.013586
35 46 107.917812 2.401350581074946 0.009687
36 37 101.853637 0.013434 0.013204
36 47 103.432722 1.9489594378262554 0.012138
37 38 104.250298 0.013426 0.007808
37 48 108.175081 0.9925439117840549 0.008201
38 39 105.947013 0.013429 0.006612
38 49 106.010344 0.46407107296613254 0.010535
39 40 103.180193 0.013439 0.014543
39 50 104.493933 1.3495858375084606 0.014632
40 41 103.56989 0.013449 0.006203
40 51 105.036783 2.206437061879515 0.01337
41 42 104.72272 0.013454 0.01467
41 52 107.930523 2.291506103745444 0.007369
42 43 106.939902 0.013453 0.008651
42 53 105.858127 1.4895738938156595 0.010715
43 33 104.474177 0.013453 0.01023
43 54 101.581171 0.7124063848004776 0.009181
44 45 109.008719 0.013453 0.008708
44 55 103.505438 0.4655521986630799 0.008729
45 46 104.980015 0.013454 0.005997
45 56 100.794986 1.352103546754859 0.008082
46 47 104.908199 0.01345 0.013735
46 57 100.734205 2.208423101179722 0.011367
47 48 105.914092 0.013439 0.008609
47 58 107.981783 2.2896427021642207 0.013683
48 49 104.852988 0.013429 0.013314
48 59 100.108304 1.4872088812223592 0.010365
49 50 104.713514 0.013426 0.014405
49 60 102.368273 0.7114572020682173 0.008911
50 51 109.352029 0.013433 0.014751
50 61 109.143509 0.7970105126988689 0.006025
51 52 100.221789 0.013445 0.014564
51 62 105.950812 1.8436341084439063 0.007663
52 53 106.951289 0.013452 0.012154
52 63 105.073957 2.400578876669761 0.012323
53 54 107.12744 0.013454 0.009596
53 64 100.192968 1.9514487634122726 0.006671
54 44 104.840265 0.013453 0.013125
54 65 104.953907 0.9941507582094863 0.007746
55 56 100.507679 0.013454 0.006834
55 0 100.838536 0.7988900754937687 0.007878
56 57 102.146229 0.013453 0.012567
56 1 101.413401 1.8462509063016055 0.011732
57 58 108.219839 0.013445 0.007446
57 2 100.518783 2.401350748519847 0.00522
58 59 101.244167 0.013434 0.013076
58 3 101.676517 1.9489591429605664 0.009756
59 60 103.454138 0.013426 0.005176
59 4 104.89929 0.9925437921653939 0.007221
60 61 109.086695 0.013429 0.010551
60 5 106.551151 0.46407078207105235 0.005283
61 62 106.605038 0.013439 0.008247
61 6 105.573897 1.3495860703204894 0.005539
62 63 108.711862 0.013449 0.013709
62 7 108.831836 2.206437168848183 0.011574
63 64 107.295549 0.013454 0.01136
63 8 109.703366 2.291506147888773 0.00556
64 65 106.387445 0.013453 0.012602
64 9 106.484836 1.4895739178279328 0.011589
65 55 102.719262 0.013453 0.010054
65 10 104.512152 0.7124067797207898 0.006355
