src des bd delay plr 
0 1 107.022962 0.013453 0.009657
0 11 105.962594 0.781695319464521 0.012552
1 2 102.347188 0.013454 0.010705
1 12 104.669309 0.5856500217157096 0.006545
2 3 101.157084 0.013453 0.010618
2 13 107.538284 1.6413504440010365 0.009782
3 4 100.655697 0.013447 0.011835
3 14 102.439655 2.3386229976417443 0.009206
4 5 108.417126 0.013436 0.006381
4 15 106.447439 2.1174069082994174 0.008458
5 6 106.793623 0.013427 0.009425
5 16 108.500973 1.2053908932090835 0.013305
6 7 104.916156 0.013427 0.008315
6 17 109.981705 0.5643304464640579 0.005385
7 8 102.209342 0.013436 0.011045
7 18 104.580508 1.105833805194599 0.009383
8 9 104.890901 0.013448 0.014726
8 19 109.488631 2.0653663367868362 0.010534
9 10 106.01061 0.013453 0.00898
9 20 104.810476 2.390979387230536 0.007579
10 0 106.577421 0.013454 0.006747
10 21 106.937986 1.7044460815655542 0.013386
11 12 102.886042 0.013453 0.00864
11 22 108.375364 0.5659117712560775 0.008964
12 13 105.582468 0.013454 0.007121
12 23 100.921424 1.10810864472088 0.010994
13 14 100.580583 0.013451 0.006461
13 24 107.576192 2.0677178284002538 0.005486
14 15 102.852504 0.013442 0.009315
14 25 101.8777 2.3895960315905524 0.011314
15 16 106.273016 0.013431 0.011057
15 26 104.330665 1.7019324917594656 0.00704
16 17 105.863573 0.013426 0.012438
16 27 100.773275 0.7805670173422167 0.014973
17 18 109.309274 0.013431 0.005571
17 28 106.000873 0.5840441680373744 0.01418
18 19 108.917685 0.013442 0.008911
18 29 109.992632 1.6386900835269007 0.009506
19 20 102.775322 0.013451 0.008068
19 30 104.742391 2.337262209372672 0.006818
20 21 105.916799 0.013454 0.007181
20 31 104.297534 2.119708641064296 0.012936
21 11 101.096947 0.013453 0.010197
21 32 106.593945 1.2073852570293264 0.005805
22 23 102.746544 0.013453 0.014087
22 33 106.922693 0.7816950341460385 0.008415
23 24 103.681321 0.013454 0.012341
23 34 107.224745 0.5856503068066728 0.00734
24 25 100.888388 0.013453 0.013516
24 35 105.4251 1.6413504387766058 0.013784
25 26 109.165936 0.013447 0.009894
25 36 103.23087 2.3386228488826766 0.012053
26 27 100.78051 0.013436 0.014735
26 37 105.887662 2.117406793435008 0.009374
27 28 101.082599 0.013427 0.007392
27 38 105.255001 1.2053907371678627 0.005401
28 29 106.809752 0.013427 0.007138
28 39 106.027352 0.5643306004111321 0.014879
29 30 104.548939 0.013436 0.006444
29 40 104.83552 1.105833560895068 0.010631
30 31 101.770483 0.013448 0.012465
30 41 106.42805 2.065366283351367 0.013903
31 32 109.886736 0.013453 0.006603
31 42 109.706002 2.3909795871837702 0.008356
32 22 108.99769 0.013454 0.009791
32 43 106.112667 1.704445766408061 0.012783
33 34 101.957194 0.013453 0.008564
33 44 109.128675 0.5659119927146328 0.013909
34 35 109.646475 0.013454 0.009812
34 45 107.769481 1.108107984600826 0.013191
35 36 100.964246 0.013451 0.011605
35 46 106.698306 2.067717570908562 0.012472
36 37 107.252082 0.013442 0.008607
36 47 109.836901 2.389596362631305 0.010915
37 38 104.567623 0.013431 0.013014
37 48 109.679837 1.7019325748115204 0.008439
38 39 109.92844 0.013426 0.013219
38 49 108.98851 0.7805671539669021 0.009369
39 40 108.587874 0.013431 0.006614
39 50 106.889823 0.5840443538436344 0.008062
40 41 107.598774 0.013442 0.014226
40 51 107.065142 1.6386898074899285 0.010406
41 42 103.185633 0.013451 0.006377
41 52 103.130231 2.3372620795513686 0.009365
42 43 101.25119 0.013454 0.013132
42 53 108.657901 2.1197082603031294 0.01257
43 33 108.42557 0.013453 0.007022
43 54 108.297688 1.207385363269069 0.01038
44 45 101.288847 0.013453 0.007839
44 55 106.924294 0.7816949066110199 0.012619
45 46 108.234237 0.013454 0.012287
45 56 100.417673 0.5856507204776966 0.006191
46 47 108.70391 0.013453 0.009518
46 57 109.50364 1.641350412561975 0.006677
47 48 105.695094 0.013447 0.006788
47 58 107.202602 2.3386223424034385 0.014304
48 49 109.563136 0.013436 0.00564
48 59 100.459623 2.1174061844624106 0.008173
49 50 109.029787 0.013427 0.005838
49 60 103.132737 1.205390557245805 0.012231
50 51 105.598364 0.013427 0.012301
50 61 106.619751 0.5643306892705059 0.007839
51 52 100.85921 0.013436 0.006063
51 62 104.971988 1.1058331631041378 0.008252
52 53 100.894208 0.013448 0.007311
52 63 106.056905 2.065365719328138 0.012843
53 54 104.732128 0.013453 0.008846
53 64 108.075369 2.390979053436732 0.012201
54 44 107.798593 0.013454 0.006287
54 65 108.509392 1.7044458751537954 0.011564
55 56 102.663632 0.013453 0.009783
55 0 109.241087 0.5659124876204881 0.012432
56 57 101.156224 0.013454 0.013827
56 1 107.79191 1.108108037796299 0.0125
57 58 101.876093 0.013451 0.009691
57 2 106.503194 2.0677177027512235 0.008166
58 59 108.97552 0.013442 0.012334
58 3 105.639363 2.389596266500811 0.006363
59 60 101.29928 0.013431 0.014326
59 4 106.054101 1.7019326718258085 0.006769
60 61 103.635586 0.013426 0.008535
60 5 108.650887 0.7805669297732551 0.008769
61 62 108.294169 0.013431 0.006874
61 6 106.1509 0.5840445870777559 0.006801
62 63 103.185977 0.013442 0.00757
62 7 106.020378 1.6386899752861044 0.013087
63 64 105.050242 0.013451 0.014247
63 8 105.259677 2.337262204713244 0.012257
64 65 104.276131 0.013454 0.013934
64 9 101.839729 2.119708380101229 0.013324
65 55 105.050437 0.013453 0.012225
65 10 104.599436 1.207385245320853 0.008955
